file,Layer,Module
scipy/sparse/_matrix_io.py,L2,M0
scipy/sparse/__init__.py,L2,M0
scipy/ndimage/_ni_docstrings.py,L2,M1
scipy/ndimage/_ni_support.py,L2,M2
scipy/misc/doccer.py,L2,M3
scipy/constants/__init__.py,L2,M4
scipy/io/matlab/miobase.py,L2,M5
scipy/spatial/_plotutils.py,L2,M6
scipy/_lib/_pep440.py,L2,M7
scipy/linalg/blas.py,L3,M0
scipy/linalg/lapack.py,L3,M0
scipy/_build_utils/system_info.py,L3,M1
scipy/_build_utils/compiler_helper.py,L3,M1
scipy/_build_utils/_fortran.py,L3,M1
scipy/_build_utils/__init__.py,L3,M1
scipy/io/matlab/__init__.py,L3,M2
scipy/io/matlab/mio5_params.py,L3,M2
scipy/io/matlab/mio5.py,L3,M2
scipy/io/matlab/mio4.py,L3,M2
scipy/io/matlab/mio.py,L3,M2
scipy/io/harwell_boeing/hb.py,L3,M3
scipy/integrate/_quad_vec.py,L3,M4
scipy/special/_logsumexp.py,L3,M4
scipy/stats/tests/common_tests.py,L3,M4
scipy/ndimage/filters.py,L3,M5
scipy/optimize/_trustregion_constr/canonical_constraint.py,L3,M6
scipy/io/mmio.py,L3,M7
scipy/sparse/linalg/interface.py,L3,M8
scipy/sparse/linalg/_norm.py,L3,M9
scipy/integrate/quadpack.py,L4,M0
scipy/integrate/setup.py,L4,M0
scipy/setup.py,L4,M1
scipy/optimize/zeros.py,L4,M1
scipy/optimize/_root_scalar.py,L4,M1
scipy/ndimage/measurements.py,L4,M2
scipy/ndimage/morphology.py,L4,M2
scipy/io/harwell_boeing/__init__.py,L4,M3
scipy/io/__init__.py,L4,M3
scipy/spatial/setup.py,L4,M4
scipy/linalg/misc.py,L4,M5
scipy/_lib/deprecation.py,L5,M0
scipy/_distributor_init.py,L5,M0
scipy/__init__.py,L5,M0
scipy/linalg/decomp_cholesky.py,L5,M0
scipy/spatial/kdtree.py,L5,M1
scipy/linalg/decomp.py,L5,M2
scipy/linalg/decomp_svd.py,L6,M0
scipy/linalg/_decomp_polar.py,L6,M0
scipy/linalg/_decomp_ldl.py,L6,M1
scipy/special/orthogonal.py,L7,M0
scipy/special/_basic.py,L7,M0
scipy/linalg/special_matrices.py,L7,M0
scipy/special/_ellip_harm.py,L7,M0
scipy/special/__init__.py,L7,M0
scipy/linalg/flinalg.py,L7,M0
scipy/_lib/_uarray/_backend.py,L7,M0
scipy/_lib/_uarray/__init__.py,L7,M0
scipy/_lib/uarray.py,L7,M0
scipy/fft/_pocketfft/__init__.py,L7,M0
scipy/fft/_basic.py,L7,M0
scipy/linalg/basic.py,L7,M0
scipy/fft/_fftlog.py,L7,M0
scipy/fft/_realtransforms.py,L7,M0
scipy/fft/_helper.py,L7,M0
scipy/fft/_backend.py,L7,M0
scipy/fft/__init__.py,L7,M0
scipy/linalg/decomp_lu.py,L7,M0
scipy/linalg/decomp_qr.py,L7,M0
scipy/linalg/decomp_schur.py,L7,M0
scipy/sparse/linalg/isolve/utils.py,L7,M0
scipy/sparse/linalg/eigen/arpack/setup.py,L7,M0
scipy/sparse/linalg/eigen/lobpcg/__init__.py,L7,M0
scipy/sparse/linalg/eigen/lobpcg/lobpcg.py,L7,M0
scipy/sparse/linalg/eigen/arpack/__init__.py,L7,M0
scipy/sparse/linalg/eigen/arpack/arpack.py,L7,M0
scipy/sparse/linalg/eigen/_svds.py,L7,M0
scipy/sparse/linalg/eigen/__init__.py,L7,M0
scipy/sparse/linalg/dsolve/_add_newdocs.py,L7,M0
scipy/sparse/linalg/dsolve/linsolve.py,L7,M0
scipy/sparse/linalg/dsolve/__init__.py,L7,M0
scipy/linalg/_matfuncs_sqrtm.py,L7,M0
scipy/linalg/_expm_frechet.py,L7,M0
scipy/linalg/matfuncs.py,L7,M0
scipy/sparse/linalg/_onenormest.py,L7,M0
scipy/linalg/_matfuncs_inv_ssq.py,L7,M0
scipy/sparse/linalg/matfuncs.py,L7,M0
scipy/sparse/linalg/_expm_multiply.py,L7,M0
scipy/sparse/linalg/__init__.py,L7,M0
scipy/sparse/linalg/isolve/lgmres.py,L7,M0
scipy/sparse/linalg/isolve/_gcrotmk.py,L7,M0
scipy/sparse/linalg/isolve/lsqr.py,L7,M0
scipy/sparse/linalg/isolve/lsmr.py,L7,M0
scipy/sparse/linalg/isolve/iterative.py,L7,M0
scipy/sparse/linalg/isolve/minres.py,L7,M0
scipy/sparse/linalg/isolve/__init__.py,L7,M0
scipy/linalg/_decomp_qz.py,L7,M0
scipy/linalg/_solvers.py,L7,M0
scipy/linalg/_sketches.py,L7,M0
scipy/linalg/_procrustes.py,L7,M0
scipy/linalg/_decomp_cossin.py,L7,M0
scipy/linalg/__init__.py,L7,M0
scipy/interpolate/_fitpack_impl.py,L8,M0
scipy/interpolate/_bsplines.py,L8,M0
scipy/interpolate/fitpack.py,L8,M0
scipy/linalg/_interpolative_backend.py,L8,M1
scipy/linalg/interpolative.py,L8,M1
scipy/optimize/_group_columns.py,L8,M2
scipy/optimize/_numdiff.py,L8,M2
scipy/odr/setup.py,L8,M3
scipy/odr/odrpack.py,L8,M3
scipy/odr/models.py,L8,M3
scipy/interpolate/_pade.py,L8,M4
scipy/misc/common.py,L8,M4
scipy/integrate/_quadrature.py,L8,M5
scipy/spatial/_procrustes.py,L8,M6
scipy/stats/_tukeylambda_stats.py,L8,M7
scipy/stats/kde.py,L8,M8
scipy/fftpack/pseudo_diffs.py,L8,M9
scipy/fftpack/helper.py,L8,M9
scipy/optimize/_hessian_update_strategy.py,L8,M10
scipy/spatial/distance.py,L8,M11
scipy/optimize/_trustregion_constr/projections.py,L8,M12
scipy/signal/bsplines.py,L8,M13
scipy/ndimage/interpolation.py,L8,M14
scipy/optimize/_trustregion_constr/qp_subproblem.py,L8,M15
scipy/ndimage/__init__.py,L9,M0
scipy/ndimage/fourier.py,L9,M0
scipy/spatial/_geometric_slerp.py,L9,M1
scipy/fftpack/basic.py,L9,M2
scipy/fftpack/realtransforms.py,L9,M2
scipy/optimize/_differentiable_functions.py,L9,M3
scipy/interpolate/fitpack2.py,L10,M0
scipy/interpolate/polyint.py,L10,M0
scipy/interpolate/interpolate.py,L10,M0
scipy/spatial/_spherical_voronoi.py,L10,M0
scipy/spatial/transform/__init__.py,L10,M0
scipy/spatial/transform/_rotation_spline.py,L10,M0
scipy/spatial/__init__.py,L10,M0
scipy/interpolate/_rbfinterp.py,L10,M0
scipy/interpolate/_rbfinterp_pythran.py,L10,M0
scipy/interpolate/_cubic.py,L10,M0
scipy/interpolate/ndgriddata.py,L10,M0
scipy/interpolate/rbf.py,L10,M0
scipy/interpolate/__init__.py,L10,M0
scipy/signal/_savitzky_golay.py,L10,M1
scipy/optimize/optimize.py,L10,M2
scipy/cluster/hierarchy.py,L11,M0
scipy/_lib/_disjoint_set.py,L11,M0
scipy/optimize/_lsq/common.py,L11,M1
scipy/optimize/_lsq/bvls.py,L11,M1
scipy/optimize/_lsq/trf_linear.py,L11,M1
scipy/optimize/_lsq/lsq_linear.py,L11,M1
scipy/optimize/_trustregion_exact.py,L11,M2
scipy/optimize/_trustregion.py,L11,M2
scipy/optimize/_remove_redundancy.py,L11,M3
scipy/optimize/_linprog_util.py,L11,M3
scipy/cluster/vq.py,L11,M4
scipy/optimize/_basinhopping.py,L11,M5
scipy/optimize/_qap.py,L11,M6
scipy/optimize/_constraints.py,L11,M7
scipy/optimize/_linprog_ip.py,L12,M0
scipy/optimize/_linprog_rs.py,L12,M0
scipy/optimize/_linprog_doc.py,L12,M0
scipy/optimize/_linprog_highs.py,L12,M0
scipy/optimize/_linprog_simplex.py,L12,M0
scipy/optimize/_linprog.py,L12,M0
scipy/optimize/_lsq/dogbox.py,L12,M1
scipy/optimize/_lsq/__init__.py,L12,M1
scipy/optimize/_lsq/trf.py,L12,M1
scipy/optimize/_lsq/least_squares.py,L12,M1
scipy/optimize/tnc.py,L12,M2
scipy/optimize/_trustregion_constr/equality_constrained_sqp.py,L13,M0
scipy/optimize/_trustregion_constr/tr_interior_point.py,L13,M0
scipy/optimize/_trustregion_constr/__init__.py,L13,M0
scipy/optimize/_trustregion_constr/report.py,L13,M0
scipy/optimize/_trustregion_constr/minimize_trustregion_constr.py,L13,M0
scipy/optimize/slsqp.py,L13,M0
scipy/optimize/lbfgsb.py,L13,M0
scipy/optimize/cobyla.py,L13,M0
scipy/optimize/_trustregion_ncg.py,L13,M0
scipy/optimize/_trustregion_krylov.py,L13,M0
scipy/optimize/_trustregion_dogleg.py,L13,M0
scipy/optimize/_minimize.py,L13,M0
scipy/optimize/nonlin.py,L13,M1
scipy/optimize/_spectral.py,L13,M1
scipy/optimize/minpack.py,L13,M1
scipy/optimize/_root.py,L13,M1
scipy/optimize/_dual_annealing.py,L14,M0
scipy/stats/_qmc.py,L15,M0
scipy/stats/qmc.py,L15,M0
scipy/misc/__init__.py,L15,M0
scipy/stats/_rvs_sampling.py,L15,M0
scipy/optimize/_shgo_lib/__init__.py,L15,M0
scipy/optimize/_shgo_lib/triangulation.py,L15,M0
scipy/optimize/_shgo.py,L15,M0
scipy/optimize/_differentialevolution.py,L15,M0
scipy/optimize/__init__.py,L15,M0
scipy/stats/_distr_params.py,L15,M0
scipy/stats/_constants.py,L15,M0
scipy/stats/_distn_infrastructure.py,L15,M0
scipy/stats/_boost/__init__.py,L15,M0
scipy/stats/_ksstats.py,L15,M0
scipy/stats/_continuous_distns.py,L15,M0
scipy/integrate/_ivp/common.py,L15,M0
scipy/integrate/_ivp/base.py,L15,M0
scipy/integrate/_ivp/lsoda.py,L15,M0
scipy/integrate/_ivp/radau.py,L15,M0
scipy/integrate/_ivp/bdf.py,L15,M0
scipy/integrate/_ivp/dop853_coefficients.py,L15,M0
scipy/integrate/_ivp/rk.py,L15,M0
scipy/integrate/_ivp/ivp.py,L15,M0
scipy/integrate/_ivp/__init__.py,L15,M0
scipy/integrate/_bvp.py,L15,M0
scipy/integrate/__init__.py,L15,M0
scipy/stats/_common.py,L15,M0
scipy/stats/_discrete_distns.py,L15,M0
scipy/stats/_wilcoxon_data.py,L15,M0
scipy/stats/_hypotests_pythran.py,L15,M0
scipy/stats/_entropy.py,L15,M0
scipy/stats/distributions.py,L15,M0
scipy/stats/stats.py,L15,M0
scipy/stats/_stats_mstats_common.py,L15,M0
scipy/stats/mstats_basic.py,L15,M0
scipy/stats/_relative_risk.py,L15,M0
scipy/stats/_crosstab.py,L15,M0
scipy/stats/contingency.py,L15,M0
scipy/stats/_hypotests.py,L15,M0
scipy/stats/_mannwhitneyu.py,L15,M0
scipy/stats/mstats.py,L15,M0
scipy/stats/mstats_extras.py,L15,M0
scipy/stats/_page_trend_test.py,L15,M0
scipy/stats/_multivariate.py,L15,M0
scipy/stats/morestats.py,L15,M0
scipy/stats/_binomtest.py,L15,M0
scipy/stats/_bootstrap.py,L15,M0
scipy/stats/__init__.py,L15,M0
scipy/signal/filter_design.py,L16,M0
scipy/signal/lti_conversion.py,L16,M0
scipy/signal/ltisys.py,L16,M0
scipy/stats/tests/test_continuous_basic.py,L16,M1
scipy/signal/windows/windows.py,L17,M0
scipy/signal/_upfirdn.py,L17,M0
scipy/signal/windows/__init__.py,L17,M0
scipy/signal/fir_filter_design.py,L17,M0
scipy/signal/signaltools.py,L17,M0
scipy/signal/spectral.py,L18,M0
scipy/signal/_spectral.py,L18,M0
scipy/signal/wavelets.py,L18,M1
scipy/signal/_peak_finding.py,L19,M0
scipy/fft/tests/test_backend.py,L20,M0
scipy/fft/tests/mock_backend.py,L20,M0
scipy/special/utils/convert.py,L20,M1
scipy/special/utils/datafunc.py,L20,M1
scipy/stats/_boost/include/_info.py,L20,M2
scipy/stats/_boost/include/gen_func_defs_pxd.py,L20,M2
scipy/stats/_boost/include/code_gen.py,L20,M2
scipy/optimize/tests/test_cython_optimize.py,L20,M3
scipy/optimize/cython_optimize/__init__.py,L20,M3
scipy/cluster/tests/test_hierarchy.py,L20,M4
scipy/cluster/tests/hierarchy_test_data.py,L20,M4
scipy/signal/tests/__init__.py,L20,M5
scipy/signal/tests/test_cont2discrete.py,L20,M5
scipy/stats/_generate_pyx.py,L20,M6
scipy/stats/setup.py,L20,M6
scipy/special/tests/test_precompute_expn_asy.py,L20,M7
scipy/special/_precompute/expn_asy.py,L20,M7
scipy/sparse/csgraph/tests/__init__.py,L20,M8
scipy/sparse/csgraph/tests/test_matching.py,L20,M8
scipy/optimize/tests/test_linear_assignment.py,L20,M8
scipy/signal/setup.py,L20,M9
scipy/_build_utils/tempita.py,L20,M9
scipy/odr/__init__.py,L20,M10
scipy/odr/_add_newdocs.py,L20,M10
scipy/sparse/linalg/isolve/tests/test_lsmr.py,L20,M11
scipy/sparse/linalg/isolve/tests/test_lsqr.py,L20,M11
scipy/interpolate/tests/__init__.py,L20,M12
scipy/interpolate/tests/test_fitpack2.py,L20,M12
scipy/signal/tests/test_filter_design.py,L20,M13
scipy/signal/tests/mpsig.py,L20,M13
scipy/io/matlab/tests/test_mio5_utils.py,L20,M14
scipy/io/matlab/tests/__init__.py,L20,M14
scipy/fftpack/tests/test_helper.py,L20,M15
scipy/fftpack/tests/test_basic.py,L20,M15
scipy/special/_precompute/gammainc_asy.py,L20,M16
scipy/special/_precompute/gammainc_data.py,L20,M16
scipy/special/tests/test_precompute_gammainc.py,L20,M16
scipy/optimize/tests/test_constraint_conversion.py,L20,M17
scipy/optimize/tests/test_minimize_constrained.py,L20,M17
scipy/fftpack/__init__.py,L20,M18
scipy/fft/tests/test_real_transforms.py,L20,M18
scipy/stats/tests/test_discrete_basic.py,L20,M19
scipy/stats/tests/test_distributions.py,L20,M19
scipy/fft/_pocketfft/tests/test_real_transforms.py,L20,M20
scipy/fft/_pocketfft/tests/test_basic.py,L20,M20
scipy/sparse/linalg/isolve/tests/test_minres.py,L20,M21
scipy/sparse/linalg/isolve/tests/test_iterative.py,L20,M21
scipy/optimize/tests/test_linprog.py,L20,M22
scipy/optimize/tests/test__remove_redundancy.py,L20,M22
scipy/optimize/tests/test_zeros.py,L20,M23
scipy/optimize/_tstutils.py,L20,M23
scipy/optimize/tests/test_minpack.py,L20,M24
scipy/optimize/tests/test_nonlin.py,L20,M24
scipy/linalg/tests/test_solve_toeplitz.py,L20,M25
scipy/linalg/tests/test_matmul_toeplitz.py,L20,M25
scipy/sparse/linalg/tests/test_onenormest.py,L20,M26
scipy/special/basic.py,L20,M27
scipy/special/tests/test_zeta.py,L20,M27
scipy/io/arff/tests/test_arffread.py,L20,M28
scipy/optimize/tests/test_least_squares.py,L20,M29
scipy/signal/tests/test_max_len_seq.py,L20,M30
scipy/linalg/tests/test_cython_lapack.py,L20,M31
scipy/linalg/tests/test_blas.py,L20,M32
scipy/optimize/tests/test__shgo.py,L20,M33
scipy/stats/tests/test_qmc.py,L20,M34
scipy/stats/_result_classes.py,L20,M35
scipy/stats/tests/test_mstats_extras.py,L20,M36
scipy/stats/tests/test_entropy.py,L20,M37
scipy/stats/tests/test_crosstab.py,L20,M38
scipy/stats/tests/test_rank.py,L20,M39
scipy/stats/tests/test_relative_risk.py,L20,M40
scipy/special/tests/test_orthogonal.py,L20,M41
scipy/stats/tests/test_contingency.py,L20,M42
scipy/io/tests/test_idl.py,L20,M43
scipy/special/tests/test_precompute_utils.py,L20,M44
scipy/constants/tests/test_constants.py,L20,M45
scipy/constants/tests/test_codata.py,L20,M46
scipy/_lib/tests/test__testutils.py,L20,M47
scipy/sparse/csgraph/tests/test_flow.py,L20,M48
scipy/sparse/csgraph/_validation.py,L20,M49
scipy/sparse/csgraph/tests/test_graph_laplacian.py,L20,M50
scipy/sparse/csgraph/tests/test_spanning_tree.py,L20,M51
scipy/sparse/csgraph/tests/test_conversions.py,L20,M51
scipy/sparse/tests/test_csr.py,L20,M51
scipy/sparse/tests/test_csc.py,L20,M52
scipy/sparse/csgraph/tests/test_shortest_path.py,L20,M52
scipy/sparse/tests/test_spfuncs.py,L20,M53
scipy/sparse/tests/test_sputils.py,L20,M54
scipy/sparse/tests/test_extract.py,L20,M55
scipy/sparse/tests/test_matrix_io.py,L20,M56
scipy/sparse/csgraph/tests/test_reordering.py,L20,M57
scipy/_lib/tests/test__util.py,L20,M58
scipy/linalg/tests/test_solvers.py,L20,M59
scipy/sparse/linalg/tests/test_expm_multiply.py,L20,M60
scipy/sparse/linalg/tests/test_pydata_sparse.py,L20,M61
scipy/signal/tests/test_array_tools.py,L20,M62
scipy/_lib/tests/test__pep440.py,L20,M63
scipy/special/tests/test_mpmath.py,L20,M64
scipy/sparse/linalg/isolve/setup.py,L20,M65
scipy/linalg/setup.py,L20,M65
scipy/sparse/linalg/dsolve/setup.py,L20,M66
scipy/optimize/_trlib/setup.py,L20,M66
scipy/ndimage/setup.py,L20,M67
scipy/special/setup.py,L20,M68
scipy/sparse/setup.py,L20,M69
scipy/_lib/_uarray/setup.py,L20,M69
scipy/fft/_pocketfft/setup.py,L20,M69
scipy/optimize/_highs/setup.py,L20,M69
scipy/interpolate/setup.py,L20,M70
scipy/optimize/setup.py,L20,M71
scipy/ndimage/utils/generate_label_testvectors.py,L20,M72
scipy/_lib/setup.py,L20,M73
scipy/spatial/transform/tests/test_rotation_groups.py,L20,M74
scipy/cluster/tests/test_disjoint_set.py,L20,M75
scipy/conftest.py,L20,M76
scipy/optimize/tests/test_linesearch.py,L20,M77
scipy/io/arff/__init__.py,L20,M78
scipy/linalg/tests/test_interpolative.py,L20,M79
scipy/_lib/tests/test_bunch.py,L20,M80
scipy/optimize/tests/test_optimize.py,L20,M81
scipy/stats/_boost/setup.py,L20,M82
scipy/interpolate/tests/test_regression.py,L20,M83
scipy/special/tests/test_sf_error.py,L20,M84
scipy/integrate/tests/test_odeint_jac.py,L20,M85
scipy/interpolate/tests/test_interpnd.py,L20,M86
scipy/stats/tests/test_bootstrap.py,L20,M87
scipy/signal/tests/test_waveforms.py,L20,M88
scipy/spatial/transform/tests/test_rotation.py,L20,M89
scipy/sparse/tests/test_sparsetools.py,L20,M90
scipy/sparse/tests/test_construct.py,L20,M91
scipy/io/matlab/tests/test_byteordercodes.py,L20,M92
scipy/special/tests/test_wrightomega.py,L20,M93
scipy/special/tests/test_loggamma.py,L20,M93
scipy/special/tests/test_ndtri_exp.py,L20,M93
scipy/special/tests/test_spence.py,L20,M93
scipy/special/tests/test_sici.py,L20,M93
scipy/special/tests/test_kolmogorov.py,L20,M93
scipy/special/tests/test_faddeeva.py,L20,M93
scipy/special/tests/test_gammainc.py,L20,M93
scipy/special/tests/test_digamma.py,L20,M94
scipy/special/tests/test_orthogonal_eval.py,L20,M95
scipy/io/tests/test_wavfile.py,L20,M96
scipy/interpolate/tests/test_polyint.py,L20,M97
scipy/_lib/tests/test__gcutils.py,L20,M98
scipy/io/matlab/tests/test_mio.py,L20,M99
scipy/optimize/tests/test_nnls.py,L20,M100
scipy/signal/tests/test_signaltools.py,L20,M101
scipy/optimize/tests/test_trustregion_krylov.py,L20,M102
scipy/io/tests/test_fortran.py,L20,M103
scipy/ndimage/tests/test_morphology.py,L20,M104
scipy/linalg/tests/test_misc.py,L20,M105
scipy/linalg/tests/test_lapack.py,L20,M106
scipy/linalg/tests/test_special_matrices.py,L20,M107
scipy/special/tests/test_logsumexp.py,L20,M108
scipy/special/tests/test_log_softmax.py,L20,M108
scipy/special/tests/test_cython_special.py,L20,M109
scipy/special/tests/test_spfun_stats.py,L20,M110
scipy/fft/tests/test_numpy.py,L20,M111
scipy/fft/tests/test_fftlog.py,L20,M112
scipy/fft/tests/test_fft_function.py,L20,M113
scipy/fft/tests/test_helper.py,L20,M114
scipy/_lib/tests/test_ccallback.py,L20,M115
scipy/_lib/tests/test__threadsafety.py,L20,M116
scipy/linalg/tests/test_decomp_ldl.py,L20,M117
scipy/spatial/tests/test_distance.py,L20,M118
scipy/integrate/_ivp/tests/test_rk.py,L20,M119
scipy/_lib/tests/test_tmpdirs.py,L20,M120
scipy/spatial/tests/test_spherical_voronoi.py,L20,M121
scipy/special/tests/test_ellip_harm.py,L20,M122
scipy/fftpack/tests/gendata.py,L20,M123
scipy/ndimage/tests/test_c_api.py,L20,M124
scipy/sparse/linalg/tests/test_matfuncs.py,L20,M125
scipy/interpolate/tests/test_rbf.py,L20,M126
scipy/interpolate/tests/test_ndgriddata.py,L20,M127
scipy/linalg/tests/test_decomp_cossin.py,L20,M128
scipy/sparse/linalg/tests/test_interface.py,L20,M129
scipy/sparse/linalg/tests/test_norm.py,L20,M130
scipy/fft/tests/test_multithreading.py,L20,M131
scipy/fftpack/tests/test_pseudo_diffs.py,L20,M132
scipy/optimize/tests/test__numdiff.py,L20,M133
scipy/optimize/tests/test_cobyla.py,L20,M134
scipy/integrate/tests/test_banded_ode_solvers.py,L20,M135
scipy/optimize/tests/test_lbfgsb_hessinv.py,L20,M136
scipy/special/tests/test_spherical_bessel.py,L20,M137
scipy/io/harwell_boeing/tests/test_fortran_format.py,L20,M138
scipy/signal/tests/test_upfirdn.py,L20,M139
scipy/signal/tests/test_windows.py,L20,M140
scipy/spatial/tests/test_slerp.py,L20,M141
scipy/spatial/tests/test__procrustes.py,L20,M142
scipy/sparse/tests/test_base.py,L20,M143
scipy/special/tests/test_lambertw.py,L20,M144
scipy/linalg/tests/test_decomp.py,L20,M145
scipy/signal/tests/test_spectral.py,L20,M146
scipy/sparse/linalg/dsolve/tests/test_linsolve.py,L20,M147
scipy/interpolate/tests/test_pade.py,L20,M148
scipy/spatial/tests/test_hausdorff.py,L20,M149
scipy/stats/tests/test_stats.py,L20,M150
scipy/integrate/tests/test_quadpack.py,L20,M151
scipy/optimize/tests/test_hessian_update_strategy.py,L20,M152
scipy/misc/tests/test_common.py,L20,M153
scipy/misc/tests/test_doccer.py,L20,M154
scipy/spatial/tests/test_qhull.py,L20,M155
scipy/integrate/tests/test__quad_vec.py,L20,M156
scipy/spatial/transform/tests/test_rotation_spline.py,L20,M157
scipy/optimize/tests/test_trustregion.py,L20,M158
scipy/stats/tests/test_tukeylambda_stats.py,L20,M159
scipy/stats/tests/test_discrete_distns.py,L20,M160
scipy/linalg/tests/test_decomp_polar.py,L20,M161
scipy/optimize/tests/test_constraints.py,L20,M162
scipy/stats/tests/test_kdeoth.py,L20,M163
scipy/optimize/tests/test__spectral.py,L20,M164
scipy/optimize/tests/test__root.py,L20,M164
scipy/optimize/tests/test__linprog_clean_inputs.py,L20,M165
scipy/integrate/tests/test_integrate.py,L20,M166
scipy/signal/tests/test_dltisys.py,L20,M167
scipy/optimize/_trustregion_constr/tests/test_projections.py,L20,M168
scipy/optimize/tests/test_tnc.py,L20,M169
scipy/integrate/tests/test_quadrature.py,L20,M170
scipy/fftpack/tests/test_real_transforms.py,L20,M171
scipy/linalg/tests/test_procrustes.py,L20,M172
scipy/spatial/tests/test__plotutils.py,L20,M173
scipy/special/tests/test_data.py,L20,M174
scipy/interpolate/tests/test_fitpack.py,L20,M175
scipy/sparse/linalg/isolve/tests/test_gcrotmk.py,L20,M176
scipy/sparse/linalg/isolve/tests/test_lgmres.py,L20,M177
scipy/io/matlab/tests/test_pathological.py,L20,M178
scipy/io/matlab/tests/test_mio_funcs.py,L20,M179
scipy/special/_precompute/wright_bessel_data.py,L20,M180
scipy/sparse/linalg/eigen/tests/test_svds.py,L20,M181
scipy/special/tests/test_basic.py,L20,M182
scipy/signal/tests/test_ltisys.py,L20,M183
scipy/interpolate/tests/test_bsplines.py,L20,M184
scipy/linalg/tests/test_sketches.py,L20,M185
scipy/linalg/tests/test_decomp_cholesky.py,L20,M186
scipy/signal/tests/test_savitzky_golay.py,L20,M187
scipy/io/matlab/tests/test_miobase.py,L20,M188
scipy/stats/tests/test_morestats.py,L20,M189
scipy/stats/tests/test_hypotests.py,L20,M190
scipy/stats/tests/test_mstats_basic.py,L20,M191
scipy/stats/tests/test_fit.py,L20,M192
scipy/signal/tests/test_wavelets.py,L20,M193
scipy/interpolate/tests/test_rbfinterp.py,L20,M194
scipy/integrate/_ivp/tests/test_ivp.py,L20,M195
scipy/cluster/tests/test_vq.py,L20,M196
scipy/linalg/tests/test_matfuncs.py,L20,M197
scipy/ndimage/tests/test_filters.py,L20,M198
scipy/ndimage/tests/test_measurements.py,L20,M199
scipy/ndimage/tests/test_interpolation.py,L20,M200
scipy/spatial/transform/_rotation_groups.py,L20,M201
scipy/io/tests/test_netcdf.py,L20,M202
scipy/optimize/tests/test_lsq_linear.py,L20,M203
scipy/special/tests/test_cdflib.py,L20,M204
scipy/optimize/_trustregion_constr/tests/test_report.py,L20,M205
scipy/optimize/tests/test_slsqp.py,L20,M206
scipy/stats/tests/test_multivariate.py,L20,M207
scipy/signal/tests/test_bsplines.py,L20,M208
scipy/spatial/tests/test_kdtree.py,L20,M209
scipy/signal/__init__.py,L20,M210
scipy/signal/tests/test_peak_finding.py,L20,M211
scipy/sparse/linalg/eigen/lobpcg/tests/test_lobpcg.py,L20,M212
scipy/cluster/__init__.py,L20,M213
scipy/sparse/linalg/eigen/arpack/tests/test_arpack.py,L20,M214
scipy/optimize/tests/test_lsq_common.py,L20,M215
